,Age,Gender,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
122,0.4222222222222222,1,0,0,0,2,4,0,1,2,0,1,1,2,0,0,1,0,0,1,1,0,0
123,0.22222222222222224,1,0,0,1,1,1,0,0,2,1,1,1,0,3,0,1,1,2,1,0,1,1
124,0.22222222222222224,1,0,1,0,1,3,0,1,2,0,2,2,2,0,2,1,1,0,1,2,0,0
125,0.22222222222222224,1,0,0,0,0,4,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0
126,0.33333333333333337,1,0,0,1,3,1,0,1,2,2,1,2,2,0,2,1,0,2,1,1,0,0
127,0.3111111111111111,1,0,1,0,4,4,0,1,1,0,1,1,0,2,0,0,0,0,1,1,2,0
128,0.044444444444444446,1,0,0,1,4,4,0,1,0,0,1,1,0,2,2,2,1,0,1,1,0,0
129,0.35555555555555557,1,0,1,1,4,5,0,1,2,2,1,1,0,4,0,1,2,1,1,2,1,0
130,0.33333333333333337,1,0,0,0,3,0,1,1,1,2,1,1,0,3,0,1,2,1,1,2,0,0
131,0.22222222222222224,1,0,0,0,1,2,0,1,0,1,0,0,0,0,1,1,2,2,0,0,0,0
132,0.4666666666666667,1,0,0,0,0,2,1,1,1,2,1,1,2,2,1,1,2,2,0,2,1,0
133,0.15555555555555556,1,0,0,1,1,2,0,1,0,0,1,1,0,0,1,1,1,2,0,2,0,0
134,0.48888888888888893,1,0,0,0,1,2,0,0,1,0,1,1,0,0,2,0,0,0,1,1,0,0
135,0.24444444444444446,1,0,0,0,1,4,0,1,0,0,1,1,2,4,1,1,1,2,0,0,2,0
136,0.48888888888888893,1,0,0,1,2,5,0,1,2,1,1,1,0,2,1,1,2,2,1,1,0,0
137,0.26666666666666666,0,0,0,0,0,4,0,1,0,0,1,0,0,2,0,1,1,0,1,1,0,0
138,0.11111111111111112,1,0,0,0,0,4,1,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0
139,0.4666666666666667,1,0,1,1,4,1,0,1,0,0,0,0,0,0,0,1,1,2,1,1,0,0
140,0.4444444444444445,1,1,0,1,4,5,0,0,1,2,2,2,2,3,2,2,1,0,1,0,2,0
141,0.4,1,0,0,0,1,2,1,0,0,1,0,0,0,0,2,1,1,0,1,0,0,0
142,0.33333333333333337,1,0,0,0,0,5,1,0,2,0,0,2,0,0,1,1,1,2,1,1,0,0
143,0.2888888888888889,0,0,1,0,0,5,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0
144,0.4444444444444445,1,0,1,1,3,1,0,0,2,2,2,2,0,2,0,0,1,2,0,0,0,0
145,0.15555555555555556,1,0,0,0,1,4,0,1,1,0,1,1,2,0,0,0,0,1,1,1,0,0
146,0.13333333333333333,1,0,0,0,4,4,0,0,1,0,1,1,1,2,2,2,0,0,1,1,1,0
147,0.2888888888888889,1,0,0,1,3,1,0,1,1,2,2,2,0,2,2,1,1,0,1,1,1,1
148,0.26666666666666666,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0
149,0.044444444444444446,1,1,1,0,0,0,1,1,0,1,1,2,2,2,0,1,1,1,0,0,0,0
150,0.33333333333333337,1,0,1,0,1,2,0,1,0,1,1,1,0,4,1,1,1,1,1,0,1,0
151,0.24444444444444446,1,0,0,0,3,4,1,1,1,0,1,1,0,0,1,1,2,2,0,2,2,0
152,0.4222222222222222,1,0,0,0,1,4,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
153,0.4444444444444445,1,0,1,1,3,5,0,0,2,2,2,2,2,1,2,0,1,0,1,2,1,1
154,0.17777777777777778,1,0,1,1,4,2,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0
155,0.22222222222222224,1,0,1,1,4,5,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0
156,0.2,1,0,0,0,2,2,0,0,0,1,1,1,0,0,2,0,1,2,1,0,1,0
157,0.22222222222222224,1,0,0,1,3,2,1,1,1,2,1,1,0,1,0,1,1,2,1,1,0,1
158,0.17777777777777778,1,0,1,1,4,2,0,1,0,1,1,1,0,4,0,1,1,0,1,1,0,1
159,0.4222222222222222,1,0,0,1,4,5,0,0,2,2,2,2,2,2,0,0,1,1,1,0,0,1
160,0.17777777777777778,0,0,1,1,4,3,0,1,2,0,1,1,0,0,2,2,1,1,1,1,0,0
161,0.3111111111111111,1,0,0,0,1,5,0,1,2,0,1,2,0,0,1,1,1,1,1,1,0,0
162,0.2,1,0,1,0,3,4,0,1,0,0,1,1,0,0,0,1,1,2,1,1,0,0
163,0.35555555555555557,0,1,1,1,4,0,0,1,1,2,2,2,2,3,1,1,1,2,1,2,2,0
164,0.22222222222222224,0,1,1,0,0,0,1,1,1,2,1,1,2,2,1,1,2,2,1,0,2,0
165,0.37777777777777777,1,0,0,0,1,2,0,1,1,0,1,1,0,4,0,1,1,1,1,0,0,0
166,0.5555555555555556,1,0,0,0,0,4,0,1,1,2,1,1,0,3,0,1,2,2,1,0,1,0
167,0.13333333333333333,1,1,1,0,4,0,0,1,1,0,1,1,0,3,2,1,0,0,1,0,1,0
168,0.15555555555555556,1,0,0,0,3,1,0,1,0,1,2,0,0,4,0,0,1,1,1,0,0,0
169,0.2,1,0,0,1,4,5,0,1,2,2,0,0,2,2,1,1,2,2,1,1,0,0
170,0.3111111111111111,1,1,0,1,2,4,0,1,0,0,1,1,0,0,0,1,1,2,1,0,0,0
171,0.11111111111111112,1,0,0,1,1,5,0,1,0,1,1,1,0,3,2,0,0,0,0,0,1,0
172,0.13333333333333333,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,1,2,1,0,2,0
173,0.37777777777777777,0,0,1,1,4,5,0,0,2,2,2,1,0,2,1,1,1,2,1,1,1,0
174,0.3111111111111111,1,0,0,0,1,2,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0
175,0.24444444444444446,1,0,0,0,0,1,0,0,1,1,1,2,2,2,1,1,1,1,0,0,2,0
176,0.33333333333333337,0,0,0,1,2,4,1,1,2,1,0,0,2,4,1,1,2,2,1,1,2,1
177,0.6222222222222222,0,0,0,1,4,0,0,1,2,0,1,1,2,1,1,1,2,2,1,1,2,0
178,0.35555555555555557,1,0,0,0,0,4,1,1,0,0,1,1,0,4,1,1,2,2,1,0,0,0
179,0.26666666666666666,1,0,0,0,1,4,1,1,1,0,1,1,1,0,0,0,0,2,0,2,1,0
180,0.2,0,1,0,0,4,4,0,0,1,0,1,1,0,2,0,0,1,1,1,1,0,0
181,0.24444444444444446,0,0,0,0,1,2,0,1,0,0,1,0,2,2,1,1,2,2,0,0,0,0
182,0.6222222222222222,1,0,0,1,4,5,0,1,0,1,0,0,0,0,2,2,1,1,1,1,0,0
183,0.5777777777777778,1,0,1,1,2,5,1,1,2,1,1,0,0,3,2,0,0,0,1,1,1,0
184,0.4444444444444445,1,0,0,0,0,3,1,1,2,0,1,1,0,0,2,1,1,0,0,2,1,0
185,0.15555555555555556,1,0,0,0,4,4,0,1,0,0,1,0,0,2,0,1,1,2,0,2,2,0
186,0.2,1,0,0,0,0,4,1,1,1,2,1,1,0,2,1,1,1,0,1,0,2,0
187,0.13333333333333333,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,2,0,2,0,0
188,0.4,0,0,1,1,1,5,0,1,2,1,0,1,2,2,0,1,0,0,1,1,0,0
189,0.4666666666666667,0,1,1,1,2,0,1,1,1,2,1,1,2,2,0,0,1,1,1,0,0,1
190,0.24444444444444446,1,0,1,1,4,2,0,1,2,0,1,1,0,2,0,0,1,0,1,0,1,0
191,0.24444444444444446,1,0,0,0,4,2,0,1,1,0,1,1,0,0,2,0,0,0,1,0,0,0
192,0.4,1,0,0,1,3,4,0,1,1,0,1,1,2,0,1,1,1,2,1,1,0,0
193,0.33333333333333337,0,0,0,0,4,1,0,1,1,0,1,1,0,3,2,2,1,0,1,1,1,1
194,0.3111111111111111,1,1,1,0,1,4,0,1,1,0,1,1,0,2,0,0,1,1,1,0,0,0
195,0.4,0,0,0,0,1,3,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0
196,0.2,1,0,0,0,3,5,0,1,2,0,1,1,2,2,1,1,1,2,1,0,1,0
197,0.22222222222222224,1,0,1,0,0,4,1,1,2,2,1,1,0,2,0,0,1,1,1,0,2,0
198,0.24444444444444446,1,0,1,1,4,5,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0
199,0.22222222222222224,0,0,1,1,4,2,0,1,2,0,1,1,0,4,1,1,1,1,1,1,2,0
200,0.37777777777777777,0,0,0,1,4,3,0,0,2,2,2,2,2,2,0,1,1,2,1,1,2,0
201,0.5333333333333333,1,0,0,1,2,4,1,1,1,1,1,1,0,3,0,0,1,1,0,0,0,0
202,0.4444444444444445,1,0,0,0,4,0,0,1,1,2,1,1,0,3,2,1,0,0,1,2,0,0
203,0.37777777777777777,1,0,1,0,0,1,1,1,0,0,0,0,0,4,1,1,2,2,1,1,2,0
204,0.33333333333333337,1,0,1,1,4,1,1,1,0,1,1,1,0,1,2,0,0,0,1,1,1,1
205,0.08888888888888889,1,0,0,1,4,4,1,1,1,2,1,1,0,1,1,1,1,1,0,0,2,0
206,0.2888888888888889,1,0,0,1,2,2,0,1,1,2,1,1,2,2,0,1,2,2,1,0,0,0
207,0.15555555555555556,1,0,0,0,1,2,0,1,0,1,1,0,0,0,1,1,1,2,1,1,0,0
208,0.2,1,0,0,0,0,1,0,1,1,0,1,1,1,4,2,0,0,0,1,0,0,0
209,0.5111111111111112,0,0,0,0,0,2,0,1,2,2,2,2,2,2,1,1,1,2,1,1,2,0
210,0.4444444444444445,1,0,1,0,4,2,0,0,1,0,1,1,0,0,2,0,1,2,1,0,0,0
211,0.2,1,1,0,1,2,0,1,1,1,0,1,1,0,0,2,1,0,0,1,0,0,0
212,0.33333333333333337,0,0,1,1,4,4,0,1,0,0,1,1,1,0,2,0,1,1,1,0,1,1
213,0.33333333333333337,0,0,0,1,4,1,0,0,2,2,0,0,2,4,1,1,2,2,1,2,2,0
214,0.22222222222222224,0,1,1,1,4,0,1,1,1,0,0,0,0,3,1,1,1,0,1,1,0,0
215,0.2888888888888889,1,1,0,1,2,4,1,1,2,2,1,1,2,3,1,1,1,2,0,2,2,0
216,0.3111111111111111,1,1,0,0,0,4,0,1,2,2,1,0,2,4,1,1,1,1,1,1,2,0
217,0.26666666666666666,0,0,0,1,1,3,0,0,2,0,1,0,0,1,0,1,1,0,1,1,0,0
218,0.5333333333333333,1,0,0,0,0,2,0,1,2,1,1,1,0,4,2,1,0,1,1,1,0,0
219,0.37777777777777777,0,0,0,0,0,4,0,1,2,0,1,1,0,2,1,1,2,2,0,0,2,0
220,0.35555555555555557,1,0,0,0,0,2,0,1,0,0,1,1,0,0,1,1,2,2,2,2,0,0
221,0.24444444444444446,1,0,0,0,3,4,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0
222,0.24444444444444446,1,0,0,1,4,5,0,1,1,2,1,1,2,3,2,1,0,1,1,1,1,0
223,0.13333333333333333,1,0,0,0,1,2,0,1,0,1,0,0,0,0,1,1,0,2,1,2,2,0
224,0.15555555555555556,1,0,0,0,0,0,0,1,0,0,0,1,2,4,1,1,2,2,0,2,2,0
225,0.33333333333333337,1,0,0,0,3,0,1,1,1,2,1,1,0,3,1,1,1,2,1,0,2,0
226,0.37777777777777777,1,1,0,0,4,0,1,1,0,1,2,2,0,1,2,2,0,0,1,0,2,0
227,0.15555555555555556,1,0,0,0,1,4,0,1,2,1,1,0,0,4,0,1,1,0,0,0,2,0
228,0.2,1,1,0,1,4,0,0,1,1,2,1,1,0,0,0,1,1,1,1,0,2,0
229,0.4222222222222222,1,0,0,1,4,2,0,1,2,0,1,2,0,0,0,1,1,1,1,0,0,1
230,0.5333333333333333,1,0,0,1,3,3,1,1,2,2,1,0,0,0,0,0,1,0,0,0,1,0
231,0.4666666666666667,1,0,0,1,4,5,0,0,0,1,0,0,0,3,2,1,0,0,1,0,1,0
232,0.4666666666666667,1,0,0,0,4,2,1,1,0,1,1,0,0,0,0,0,1,2,1,0,1,0
233,0.2888888888888889,1,0,0,0,0,2,0,1,0,0,0,0,2,2,1,1,1,1,1,1,2,0
234,0.17777777777777778,1,0,0,0,1,2,0,1,1,0,1,1,0,1,2,0,0,0,1,0,1,0
235,0.4444444444444445,1,0,1,1,2,2,0,1,2,2,1,0,0,0,0,1,1,1,1,2,0,0
236,0.37777777777777777,1,0,1,0,0,4,0,1,1,0,1,1,2,1,1,1,1,2,1,2,1,1
237,0.4444444444444445,0,0,1,1,4,5,0,0,2,2,2,2,2,2,1,1,1,1,1,0,2,0
238,0.24444444444444446,0,0,1,1,4,4,0,0,2,2,2,2,2,0,1,1,1,2,1,1,1,1
239,0.11111111111111112,1,0,0,0,0,4,0,1,0,0,1,1,0,0,1,1,1,2,0,0,1,0
240,0.37777777777777777,1,0,1,1,4,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1
241,0.35555555555555557,1,0,1,1,4,2,0,1,2,2,2,2,2,2,1,1,1,2,1,1,0,0
242,0.17777777777777778,1,0,0,0,0,4,0,1,1,0,1,1,2,1,0,1,1,2,1,2,1,0
243,0.22222222222222224,1,0,0,0,1,5,1,1,2,2,0,0,2,2,1,1,1,2,0,0,2,0
244,0.5111111111111112,1,0,0,1,4,5,1,1,2,2,2,2,2,0,2,0,0,0,1,0,1,1
245,0.08888888888888889,1,0,0,1,2,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
246,0.26666666666666666,1,0,0,0,0,4,0,0,1,0,1,1,2,4,1,1,2,2,0,2,2,0
247,0.33333333333333337,1,0,1,1,4,0,1,1,1,0,1,1,0,0,0,1,2,2,1,2,0,0
248,0.26666666666666666,0,0,1,1,3,3,1,0,2,2,2,0,2,0,0,1,1,0,0,2,0,0
249,0.13333333333333333,1,0,1,1,4,2,1,0,0,0,1,0,2,2,0,1,1,1,1,2,2,0
